LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
84,Jul,1,10:13:39,calvisitor-10-105-160-95,secd,276,,"['SOSAccountThisDeviceCanSyncWithCircle', 'sync', 'with', 'device', 'failure', ':', 'Error', 'Domain', '=', '<*>', 'Code', '=', '<*>', '""', 'Account', 'identity', 'not', 'set', '""', 'UserInfo', '=', '{NSDescription', '=', 'Account', 'identity', 'not', 'set}']",706ee61e,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure : Error Domain = <*> Code = <*> "" Account identity not set "" UserInfo = {NSDescription = Account identity not set}"
85,Jul,1,10:13:43,calvisitor-10-105-160-95,SpotlightNetHelper,352,,"['CFPasteboardRef', 'CFPasteboardCreate(CFAllocatorRef', ',', 'CFStringRef)', ':', 'failed', 'to', 'create', 'global', 'data']",64822c3f,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef , CFStringRef) : failed to create global data"
86,Jul,1,10:13:57,calvisitor-10-105-160-95,kernel,0,,"['Sandbox', ':', '<*>', '(31346)', 'deny(1)', 'network-outbound', '/private/var/run/mDNSResponder']",b6cb511a,Sandbox : <*> <*> deny(1) <*> <*>
87,Jul,1,10:38:53,calvisitor-10-105-160-95,sandboxd,129,[31376],"['<*>', '(31376)', 'deny', 'network-outbound', '/private/var/run/mDNSResponder']",d2690211,<*> <*> deny <*> <*>
88,Jul,1,10:46:47,calvisitor-10-105-160-95,kernel,0,,"['IO', '<*>', 'nderboltSwitch<0>(0x0)', ':', ':', 'listenerCallback', '-', '<*>', 'nderbolt', 'HPD', 'packet', 'for', 'route', '=', '0x0', 'port', '=', '<*>', 'unplug', '=', '<*>']",6eee143b,IO <*> nderboltSwitch<0>(0x0) : : listenerCallback - <*> nderbolt HPD packet for route = 0x0 port = <*> unplug = <*>
89,Jul,1,10:46:47,calvisitor-10-105-160-95,sharingd,30299,,"['<*>', ':', '<*>', ':', '47.425', ':', 'BTLE', 'scanner', 'Powered', 'On']",450fd048,<*> : <*> : <*> : BTLE scanner Powered On
90,Jul,1,10:46:48,calvisitor-10-105-160-95,QQ,10018,,"['button', 'report', ':', '0x8002be0']",bff45e97,button report : <*>
91,Jul,1,10:47:08,calvisitor-10-105-160-95,sandboxd,129,[31382],"['<*>', '(31382)', 'deny', 'network-outbound', '/private/var/run/mDNSResponder']",d2690211,<*> <*> deny <*> <*>
92,Jul,1,11:20:51,calvisitor-10-105-160-95,sharingd,30299,,"['<*>', ':', '<*>', ':', '51.293', ':', 'BTLE', 'discovered', 'device', 'with', 'hash', '<01faa200', '<*>', '0000>']",14f0234b,<*> : <*> : 51.293 : BTLE discovered device with hash <01faa200 <*> 0000>
93,Jul,1,11:24:45,calvisitor-10-105-160-95,secd,276,,"['securityd_xpc_dictionary_handler', 'cloudd[326]', 'copy_matching', 'Error', 'Domain', '=', 'NSOSStatusErrorDomain', 'Code', '=', '-50', '""', 'query', 'missing', 'class', 'name', '""', '(paramErr', ':', 'error', 'in', 'user', 'parameter', 'list)', 'UserInfo', '=', '{NSDescription', '=', 'query', 'missing', 'class', 'name}']",719e0484,"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain = NSOSStatusErrorDomain Code = -50 "" query missing class name "" (paramErr : error in user parameter list) UserInfo = {NSDescription = query missing class name}"
94,Jul,1,11:29:32,calvisitor-10-105-160-95,locationd,82,,"['Location', 'icon', 'should', 'now', 'be', 'in', 'state', ""'Inactive'""]",3813df52,Location icon should now be in state <*>
95,Jul,1,11:38:18,calvisitor-10-105-160-95,kernel,0,,"['ARPT', ':', '626126.086205', ':', 'wl0', ':', 'setup_keepalive', ':', 'interval', '<*>', ',', 'retry_interval', '<*>', ',', 'retry_count', '<*>']",ff820fbe,"ARPT : <*> : wl0 : setup_keepalive : interval <*> , retry_interval <*> , retry_count <*>"
96,Jul,1,11:38:18,calvisitor-10-105-160-95,kernel,0,,"['ARPT', ':', '626126.086246', ':', 'wl0', ':', 'MDNS', ':', 'IPV4', 'Addr', ':', '<*>']",069602c1,ARPT : <*> : wl0 : MDNS : <*> Addr : <*>
97,Jul,1,11:39:47,calvisitor-10-105-160-95,kernel,0,,"['IO', '<*>', 'nderboltSwitch<0>(0x0)', ':', ':', 'listenerCallback', '-', '<*>', 'nderbolt', 'HPD', 'packet', 'for', 'route', '=', '0x0', 'port', '=', '<*>', 'unplug', '=', '<*>']",6eee143b,IO <*> nderboltSwitch<0>(0x0) : : listenerCallback - <*> nderbolt HPD packet for route = 0x0 port = <*> unplug = <*>
98,Jul,1,11:39:47,authorMacBook-Pro,kernel,0,,"['IO80211AWDLPeerManager', ':', ':', 'setAwdlOperatingMode', 'Setting', 'the', 'AWDL', 'operation', 'mode', 'from', 'AUTO', 'to', 'SUSPENDED']",1f86294d,IO80211AWDLPeerManager : : setAwdlOperatingMode Setting the AWDL operation mode from <*> <*> SUSPENDED
99,Jul,1,11:39:48,authorMacBook-Pro,kernel,0,,"['en0', ':', ':', 'IO80211Interface', ':', ':', 'postMessage', 'bssid', 'changed']",b1ea1618,en0 : : IO80211Interface : : postMessage bssid changed
100,Jul,1,11:39:48,calvisitor-10-105-160-95,networkd,195,,"['__42-[NETClientConnection', 'evaluateCrazyIvan46]_block_invoke', 'CI46', '-', 'Hit', 'by', 'torpedo!', 'QQ.10018', 'tc19060', '<*>']",086cf4fa,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>
101,Jul,1,11:39:48,calvisitor-10-105-160-95,kernel,0,,"['ARPT', ':', '626132.740936', ':', 'AirPort_Brcm43xx', ':', ':', 'platformWoWEnable', ':', 'WWEN[disable]']",e7756efa,ARPT : <*> : AirPort_Brcm43xx : : platformWoWEnable : <*>
102,Jul,1,11:41:26,authorMacBook-Pro,kernel,0,,"['Setting', 'BTCoex', 'Config', ':', 'enable_2G', ':', '<*>', ',', 'profile_2g', ':', '<*>', ',', 'enable_5G', ':', '<*>', ',', 'profile_5G', ':', '<*>']",60c42900,"Setting BTCoex Config : enable_2G : <*> , profile_2g : <*> , enable_5G : <*> , profile_5G : <*>"
103,Jul,1,11:41:54,calvisitor-10-105-160-95,kernel,0,,"['Sandbox', ':', '<*>', '(31432)', 'deny(1)', 'network-outbound', '/private/var/run/mDNSResponder']",b6cb511a,Sandbox : <*> <*> deny(1) <*> <*>
104,Jul,1,11:41:55,calvisitor-10-105-160-95,kernel,0,,"['IO80211AWDLPeerManager', ':', ':', 'setAwdlSuspendedMode()', 'Suspending', 'AWDL', ',', 'enterQuietMode(true)']",e1e793c3,"IO80211AWDLPeerManager : : setAwdlSuspendedMode() Suspending AWDL , enterQuietMode(true)"
105,Jul,1,11:43:08,authorMacBook-Pro,UserEventAgent,43,,"['Captive', ':', '[CNInfoNetworkActive', ':', '1748]', 'en0', ':', 'SSID', ""'CalVisitor'"", 'making', 'interface', 'primary', '(cache', 'indicates', 'network', 'not', 'captive)']",a08627f9,Captive : [CNInfoNetworkActive : 1748] en0 : SSID 'CalVisitor' making interface primary (cache indicates network not captive)
106,Jul,1,11:43:23,calvisitor-10-105-160-95,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
107,Jul,1,11:44:20,calvisitor-10-105-160-95,kernel,0,,"['IO', '<*>', 'nderboltSwitch<0>(0x0)', ':', ':', 'listenerCallback', '-', '<*>', 'nderbolt', 'HPD', 'packet', 'for', 'route', '=', '0x0', 'port', '=', '<*>', 'unplug', '=', '<*>']",6eee143b,IO <*> nderboltSwitch<0>(0x0) : : listenerCallback - <*> nderbolt HPD packet for route = 0x0 port = <*> unplug = <*>
108,Jul,1,11:44:25,authorMacBook-Pro,kernel,0,,"['en0', ':', ':', 'IO80211Interface', ':', ':', 'postMessage', 'bssid', 'changed']",b1ea1618,en0 : : IO80211Interface : : postMessage bssid changed
109,Jul,1,11:44:26,authorMacBook-Pro,kernel,0,,"['IO80211AWDLPeerManager', ':', ':', 'setAwdlOperatingMode', 'Setting', 'the', 'AWDL', 'operation', 'mode', 'from', 'SUSPENDED', 'to', 'AUTO']",1f86294d,IO80211AWDLPeerManager : : setAwdlOperatingMode Setting the AWDL operation mode from <*> <*> SUSPENDED
110,Jul,1,11:46:16,calvisitor-10-105-160-95,symptomsd,215,,"['-[NetworkAnalyticsEngine', '_writeJournalRecord', ':', 'fromCellFingerprint', ':', 'key', ':', 'atLOI', ':', 'ofKind', ':', 'lqm', ':', 'isFaulty', ':', ']', 'Hashing', 'of', 'the', 'primary', 'key', 'failed.', 'Dropping', 'the', 'journal', 'record.']",933ce84f,-[NetworkAnalyticsEngine _writeJournalRecord : fromCellFingerprint : key : atLOI : ofKind : lqm : isFaulty : ] Hashing of the primary key failed. Dropping the journal record.
111,Jul,1,11:46:16,authorMacBook-Pro,kernel,0,,"['AppleCamIn', ':', ':', 'systemWakeCall', '-', 'messageType', '=', '0xE0000340']",d9f8fb9a,AppleCamIn : : systemWakeCall - messageType = <*>
112,Jul,1,11:46:19,authorMacBook-Pro,sharingd,30299,,"['<*>', ':', '<*>', ':', '19.229', ':', 'Finished', 'generating', 'hashes']",7fa1ce99,<*> : <*> : 19.229 : Finished generating hashes
113,Jul,1,11:46:21,authorMacBook-Pro,UserEventAgent,43,,"['Captive', ':', 'CNPluginHandler', 'en0', ':', 'Evaluating']",ddbdf16d,Captive : CNPluginHandler en0 : Evaluating
114,Jul,1,11:46:36,calvisitor-10-105-160-95,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
115,Jul,1,11:46:48,calvisitor-10-105-160-95,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
116,Jul,1,11:47:56,authorMacBook-Pro,kernel,0,,"['ARPT', ':', '626380.467130', ':', 'ARPT', ':', 'Wake', 'Reason', ':', 'Wake', 'on', 'Scan', 'offload']",d47030ed,ARPT : <*> : ARPT : Wake Reason : Wake on Scan offload
117,Jul,1,11:48:28,calvisitor-10-105-160-95,AddressBookSourceSync,31471,,"['Unrecognized', 'attribute', 'value', ':', 't', ':', 'AbchPersonItemType']",8b19a29f,Unrecognized attribute value : t : AbchPersonItemType
118,Jul,1,11:48:43,calvisitor-10-105-160-95,kernel,0,,"['PM', 'response', 'took', '<*>', 'ms', '(54', ',', 'powerd)']",80350385,"PM response took <*> ms <*> , <*>"
119,Jul,1,11:49:29,calvisitor-10-105-160-95,QQ,10018,,"['tcp_connection_destination_perform_socket_connect', '<*>', 'connectx', 'to', '<*>', '@0', 'failed', ':', '[50]', 'Network', 'is', 'down']",a59c1e06,tcp_connection_destination_perform_socket_connect <*> connectx to <*> @0 failed : [50] Network is down
120,Jul,1,11:49:29,calvisitor-10-105-160-95,kernel,0,,"['AirPort', ':', 'Link', 'Down', 'on', 'en0.', 'Reason', '<*>', '(Disassociated', 'because', 'station', 'leaving).']",351d6ce8,AirPort : Link Down on en0. Reason <*> (Disassociated because station leaving).
121,Jul,1,11:49:29,authorMacBook-Pro,sharingd,30299,,"['<*>', ':', '<*>', ':', '29.473', ':', 'BTLE', 'scanner', 'Powered', 'On']",450fd048,<*> : <*> : <*> : BTLE scanner Powered On
122,Jul,1,11:49:29,authorMacBook-Pro,kernel,0,,"['USBMSC', 'Identifier', '(non-unique)', ':', '<*>', '0x5ac', '0x8406', '0x820', ',', '<*>']",0b031b5b,"USBMSC Identifier (non-unique) : <*> 0x5ac 0x8406 0x820 , <*>"
123,Jul,1,11:49:29,authorMacBook-Pro,symptomsd,215,,"['__73-[NetworkAnalyticsEngine', 'observeValueForKeyPath', ':', 'ofObject', ':', 'change', ':', 'context', ':', ']_block_invoke', 'unexpected', 'switch', 'value', '<*>']",ed6369dc,__73-[NetworkAnalyticsEngine observeValueForKeyPath : ofObject : change : context : ]_block_invoke unexpected switch value <*>
124,Jul,1,11:49:30,authorMacBook-Pro,corecaptured,31480,,"['CCXPCService', ':', ':', 'setStreamEventHandler', 'Registered', 'for', 'notification', 'callback.']",e06807ec,CCXPCService : : setStreamEventHandler Registered for notification callback.
125,Jul,1,11:49:30,authorMacBook-Pro,Dropbox,24019,,"['[0701/114930', ':', 'WARNING', ':', 'dns_config_service_posix.cc(306)]', 'Failed', 'to', 'read', 'DnsConfig.']",745d0e31,<*> : WARNING : dns_config_service_posix.cc(306)] Failed to read DnsConfig.
126,Jul,1,11:49:35,calvisitor-10-105-160-95,cdpd,11807,,"['Saw', 'change', 'in', 'network', 'reachability', '(isReachable', '=', '2)']",b4e808d7,Saw change in network reachability (isReachable = <*>
127,Jul,1,11:51:02,authorMacBook-Pro,kernel,0,,"['[HID]', '[ATC]', 'AppleDeviceManagementHIDEventService', ':', ':', 'processWakeReason', 'Wake', 'reason', ':', 'Host', '(0x01)']",23d6730c,[HID] [ATC] AppleDeviceManagementHIDEventService : : processWakeReason Wake reason : Host (0x01)
128,Jul,1,11:51:07,authorMacBook-Pro,kernel,0,,"['en0', ':', 'BSSID', 'changed', 'to', '5c', ':', '<*>', ':', '<*>', ':', '<*>', ':', 'bc', ':', '<*>']",20920613,en0 : BSSID changed to <*> <*> <*> : <*> : <*> : <*> : <*>
129,Jul,1,11:51:11,calvisitor-10-105-160-95,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
130,Jul,1,11:51:12,calvisitor-10-105-160-95,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
131,Jul,1,11:51:22,calvisitor-10-105-160-95,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
132,Jul,1,11:51:25,calvisitor-10-105-160-95,com.apple.AddressBook.InternetAccountsBridge,31496,,"['dnssd_clientstub', 'ConnectToServer', ':', 'connect()->', 'No', 'of', 'tries', ':', '<*>']",3e43fb30,dnssd_clientstub ConnectToServer : connect()-> No of tries : <*>
133,Jul,1,11:53:45,calvisitor-10-105-160-95,kernel,0,,"['Apple', '<*>', 'nderboltGenericHAL', ':', ':', 'earlyWake', '-', 'complete', '-', 'took', '<*>', 'milliseconds']",18856031,Apple <*> nderboltGenericHAL : : earlyWake - complete - took <*> milliseconds
134,Jul,1,11:53:45,authorMacBook-Pro,kernel,0,,"['Setting', 'BTCoex', 'Config', ':', 'enable_2G', ':', '<*>', ',', 'profile_2g', ':', '<*>', ',', 'enable_5G', ':', '<*>', ',', 'profile_5G', ':', '<*>']",60c42900,"Setting BTCoex Config : enable_2G : <*> , profile_2g : <*> , enable_5G : <*> , profile_5G : <*>"
135,Jul,1,11:53:49,authorMacBook-Pro,networkd,195,,"['-[NETClientConnection', 'effectiveBundleID]', 'using', 'process', 'name', 'apsd', 'as', 'bundle', 'ID', '(this', 'is', 'expected', 'for', 'daemons', 'without', 'bundle', 'ID']",f63e1b3f,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID (this is expected for daemons without bundle ID
136,Jul,1,11:55:14,calvisitor-10-105-160-95,kernel,0,,"['AirPort', ':', 'Link', 'Down', 'on', 'en0.', 'Reason', '<*>', '(Disassociated', 'because', 'station', 'leaving).']",351d6ce8,AirPort : Link Down on en0. Reason <*> (Disassociated because station leaving).
137,Jul,1,11:55:24,calvisitor-10-105-160-95,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
138,Jul,1,11:55:24,calvisitor-10-105-160-95,com.apple.cts,43,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
139,Jul,1,11:58:27,calvisitor-10-105-160-95,kernel,0,,"['ARPT', ':', '626625.204595', ':', 'wl0', ':', 'wl_update_tcpkeep_seq', ':', 'Updated', 'seq/ack/win', 'from', 'UserClient', 'Seq', '<*>', ',', 'Ack', '<*>', ',', 'Win', 'size', '<*>']",b41e7718,"ARPT : <*> : wl0 : wl_update_tcpkeep_seq : Updated seq/ack/win from UserClient Seq <*> , Ack <*> , Win size <*>"
140,Jul,1,11:58:27,authorMacBook-Pro,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
141,Jul,1,12:12:04,calvisitor-10-105-160-95,kernel,0,,"['AppleCamIn', ':', ':', 'systemWakeCall', '-', 'messageType', '=', '0xE0000340']",d9f8fb9a,AppleCamIn : : systemWakeCall - messageType = <*>
142,Jul,1,12:12:21,calvisitor-10-105-160-95,secd,276,,"['SOSAccountThisDeviceCanSyncWithCircle', 'sync', 'with', 'device', 'failure', ':', 'Error', 'Domain', '=', '<*>', 'Code', '=', '<*>', '""', 'Account', 'identity', 'not', 'set', '""', 'UserInfo', '=', '{NSDescription', '=', 'Account', 'identity', 'not', 'set}']",706ee61e,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure : Error Domain = <*> Code = <*> "" Account identity not set "" UserInfo = {NSDescription = Account identity not set}"
143,Jul,1,12:26:01,calvisitor-10-105-160-95,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
144,Jul,1,12:26:01,calvisitor-10-105-160-95,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
145,Jul,1,12:39:29,calvisitor-10-105-160-95,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
146,Jul,1,12:39:55,calvisitor-10-105-160-95,com.apple.cts,43,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
147,Jul,1,12:52:57,calvisitor-10-105-160-95,kernel,0,,"['RTC', ':', 'Maintenance', '2017/7/1', '<*>', ':', '<*>', ':', '<*>', ',', 'sleep', '2017/7/1', '<*>', ':', '<*>', ':', '<*>']",a80b38b4,"RTC : Maintenance <*> <*> : <*> : <*> , sleep <*> <*> : <*> : <*>"
148,Jul,1,12:52:57,calvisitor-10-105-160-95,kernel,0,,"['AppleCamIn', ':', ':', 'wakeEventHandlerThread']",c57b7585,AppleCamIn : : wakeEventHandlerThread
149,Jul,1,12:52:57,calvisitor-10-105-160-95,kernel,0,,"['en0', ':', 'channel', 'changed', 'to', '<*>', ',', '+1']",187f4d4c,en0 : channel changed to <*>
150,Jul,1,12:53:53,calvisitor-10-105-160-95,kernel,0,,"['ARPT', ':', '626908.045241', ':', 'wl0', ':', 'setup_keepalive', ':', 'interval', '<*>', ',', 'retry_interval', '<*>', ',', 'retry_count', '<*>']",ff820fbe,"ARPT : <*> : wl0 : setup_keepalive : interval <*> , retry_interval <*> , retry_count <*>"
151,Jul,1,13:06:35,calvisitor-10-105-160-95,kernel,0,,"['AirPort', ':', 'Link', 'Up', 'on', 'awdl0']",1f8f78e7,AirPort : Link Up on <*>
152,Jul,1,13:20:12,calvisitor-10-105-160-95,sharingd,30299,,"['<*>', ':', '<*>', ':', '12.402', ':', 'BTLE', 'scanner', 'Powered', 'On']",450fd048,<*> : <*> : <*> : BTLE scanner Powered On
153,Jul,1,13:20:12,calvisitor-10-105-160-95,com.apple.cts,258,,"['<*>', ':', 'scheduler_evaluate_activity', 'told', 'me', 'to', 'run', 'this', 'job', ';', 'however', ',', 'but', 'the', 'start', 'time', ""isn't"", 'for', '<*>', 'seconds.', 'Ignoring.']",702a7007,"<*> : scheduler_evaluate_activity told me to run this job ; however , but the start time isn't for <*> seconds. Ignoring."
154,Jul,1,13:20:31,calvisitor-10-105-160-95,com.apple.AddressBook.InternetAccountsBridge,31588,,"['dnssd_clientstub', 'ConnectToServer', ':', 'connect()->', 'No', 'of', 'tries', ':', '<*>']",3e43fb30,dnssd_clientstub ConnectToServer : connect()-> No of tries : <*>
155,Jul,1,13:20:33,calvisitor-10-105-160-95,sandboxd,129,[31588],"['<*>', '(31588)', 'deny', 'network-outbound', '/private/var/run/mDNSResponder']",d2690211,<*> <*> deny <*> <*>
156,Jul,1,13:34:07,calvisitor-10-105-160-95,com.apple.AddressBook.InternetAccountsBridge,31595,,"['dnssd_clientstub', 'ConnectToServer', ':', 'connect()->', 'No', 'of', 'tries', ':', '<*>']",3e43fb30,dnssd_clientstub ConnectToServer : connect()-> No of tries : <*>
